cond,source,variant,src_capital,tgt_capital,ablate,amplify,default,steered,src_cap_in_default,src_cap_in_steered,austin_in_steered,austin_in_steered_lc,texas_in_steered,first_token_default,first_token_default_prob,first_token_steered,first_token_steered_prob,austin_in_topk_default,austin_in_topk_steered,src_cap_in_topk_default,src_cap_in_topk_steered
auto_top21_dallas,new_york_new_york_city,add_state_city,Albany,Austin,115,11,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City isGeografia de New York City, USA.

Answer:",True,False,False,False,False, Albany,0.5625,ModelAdmin,0.3125,0.0,0.0,0.5625,0.0
auto_top21_dallas,new_york_new_york_city,add_capital_city,Albany,Austin,178,5,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City is  is Albany.

Fact: The state of New",True,True,False,False,False, Albany,0.5625,  ,0.16796875,0.0,0.0,0.5625,0.0
auto_top21_dallas,new_york_new_york_city,add_state_capital_city,Albany,Austin,178,14,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City isपयास

The capital of the state containing New York",True,False,False,False,False, Albany,0.5625,पया,0.1884765625,0.0,0.0,0.5625,0.0
auto_top21_dallas,florida_miami,add_state,Tallahassee,Austin,59,9,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami isModelAdmin:

The capital of the state containing Miami is",True,False,False,False,False, Tallahassee,0.40625,ModelAdmin,0.201171875,0.0,0.0,0.40625,0.0
auto_top21_dallas,florida_miami,add_capital,Tallahassee,Austin,106,3,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is <strong>Tallahassee</strong>.

The state of Florida",True,True,False,False,False, Tallahassee,0.40625, ,0.58984375,0.0,0.0,0.40625,0.0
auto_top21_dallas,florida_miami,add_city,Tallahassee,Austin,69,2,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is the city of Tallahassee.

Fact: The capital of",True,True,False,False,False, Tallahassee,0.40625,ynek,0.1689453125,0.0,0.0,0.40625,0.0
auto_top21_dallas,florida_miami,add_state_capital,Tallahassee,Austin,165,12,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is存于互联网档案馆 is Tallahassee.

Fact: The state's",True,True,False,False,False, Tallahassee,0.40625,存于互联网档案馆,0.11083984375,0.0,0.0,0.40625,0.0
auto_top21_dallas,florida_miami,add_state_city,Tallahassee,Austin,128,11,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami isModelAdmin:

A. Tallahassee

B. Jacksonville

",True,True,False,False,False, Tallahassee,0.40625,ModelAdmin,0.392578125,0.0,0.0,0.40625,0.0
auto_top21_dallas,florida_miami,add_capital_city,Tallahassee,Austin,175,5,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is  is Tallahassee.

Fact: The state of Florida",True,True,False,False,False, Tallahassee,0.40625, democra,0.11572265625,0.0,0.0,0.40625,0.0
auto_top21_dallas,florida_miami,add_state_capital_city,Tallahassee,Austin,234,14,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami isपया, Florida is Tallahassee.

Fact: The capital",True,True,False,False,False, Tallahassee,0.40625,पया,0.1748046875,0.0,0.0,0.40625,0.0
auto_top21_dallas,illinois_chicago,add_state,Springfield,Austin,72,9,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago isModelAdmin:

The capital of the state containing Chicago is",True,False,False,False,False, Springfield,0.2412109375,ModelAdmin,0.3046875,0.0,0.0,0.2412109375,0.0
auto_top21_dallas,illinois_chicago,add_capital,Springfield,Austin,94,3,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago is <strong>Springfield</strong>.

The city of Springfield,",True,True,False,False,False, Springfield,0.2412109375, ,0.44140625,0.0,0.0,0.2412109375,0.0
auto_top21_dallas,illinois_chicago,add_city,Springfield,Austin,82,2,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago is the city of Springfield.

Fact: The capital of",True,True,False,False,False, Springfield,0.2412109375, the,0.109375,0.0,0.0,0.2412109375,0.0
auto_top21_dallas,illinois_chicago,add_state_capital,Springfield,Austin,166,12,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago is存于互联网档案馆 is Springfield.

Fact: The state of Illinois",True,True,False,False,False, Springfield,0.2412109375,存于互联网档案馆,0.1455078125,0.0,0.0,0.2412109375,0.0
auto_top21_dallas,illinois_chicago,add_state_city,Springfield,Austin,154,11,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago isModelAdmin:

The capital of the state containing Chicago is",True,False,False,False,False, Springfield,0.2412109375,ModelAdmin,0.5234375,0.0,0.0,0.2412109375,0.0
auto_top21_dallas,illinois_chicago,add_capital_city,Springfield,Austin,176,5,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago is infamously known as the Windy City.

Fact",True,False,False,False,False, Springfield,0.2412109375, democra,0.1328125,0.0,0.0,0.2412109375,0.0
auto_top21_dallas,illinois_chicago,add_state_capital_city,Springfield,Austin,248,14,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago isपयास

The capital of the state containing Chicago is",True,False,False,False,False, Springfield,0.2412109375,पया,0.1337890625,0.0,0.0,0.2412109375,0.0
auto_top21_dallas,washington_seattle,add_state,Olympia,Austin,60,9,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle isModelAdmin:

A. Washington

B. Oregon

",True,False,False,False,False, Olympia,0.62109375,ModelAdmin,0.240234375,0.0,0.0,0.62109375,0.0
auto_top21_dallas,washington_seattle,add_capital,Olympia,Austin,87,3,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle is <strong>Olympia</strong>.

The city of Olympia,",True,True,False,False,False, Olympia,0.62109375, ,0.5703125,0.0,0.0,0.62109375,0.0
auto_top21_dallas,washington_seattle,add_city,Olympia,Austin,69,2,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle is the city of Olympia.

Fact: The capital of",True,True,False,False,False, Olympia,0.62109375, the,0.1494140625,0.0,0.0,0.62109375,0.0
auto_top21_dallas,washington_seattle,add_state_capital,Olympia,Austin,147,12,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle is存于互联网档案馆 is Olympia.

Fact: The state of Washington",True,True,False,False,False, Olympia,0.62109375,存于互联网档案馆,0.13671875,0.0,0.0,0.62109375,0.0
auto_top21_dallas,washington_seattle,add_state_city,Olympia,Austin,129,11,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle isModelAdmin:

A. Washington

B. Oregon

",True,False,False,False,False, Olympia,0.62109375,ModelAdmin,0.5625,0.0,0.0,0.62109375,0.0
auto_top21_dallas,washington_seattle,add_capital_city,Olympia,Austin,156,5,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle is  is Olympia.

Fact: The state of Washington",True,True,False,False,False, Olympia,0.62109375,  ,0.11279296875,0.0,0.0,0.62109375,0.0
auto_top21_dallas,washington_seattle,add_state_capital_city,Olympia,Austin,216,14,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle is vreakfast is the city of Olympia.

The",True,True,False,False,False, Olympia,0.62109375,पया,0.1240234375,0.0,0.0,0.62109375,0.0
shuffled_labels_dallas,california_oakland,add_state,Sacramento,Austin,50,6,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland is State College is Harrisburg.

Fact: The capital of",True,False,False,False,False, Sacramento,0.2421875, absolutely,0.087890625,0.0,0.0,0.2421875,0.0
shuffled_labels_dallas,california_oakland,add_capital,Sacramento,Austin,104,0,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland is not Oakland.

Fact: The city of Oakland has",True,False,False,False,False, Sacramento,0.2421875, a,0.1162109375,0.0,0.0,0.2421875,0.0
shuffled_labels_dallas,california_oakland,add_city,Sacramento,Austin,70,0,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is the",True,True,False,False,False, Sacramento,0.2421875, Sacramento,0.2421875,0.0,0.0,0.2421875,0.2421875
shuffled_labels_dallas,california_oakland,add_state_capital,Sacramento,Austin,154,6,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland is and San Francisco is Sacramento.

Fact: The city",True,True,False,False,False, Sacramento,0.2421875, and,0.08447265625,0.0,0.0,0.2421875,0.0
shuffled_labels_dallas,california_oakland,add_state_city,Sacramento,Austin,120,6,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland is, California, is Sacramento.

Fact: The city",True,True,False,False,False, Sacramento,0.2421875, absolutely,0.087890625,0.0,0.0,0.2421875,0.0
shuffled_labels_dallas,california_oakland,add_capital_city,Sacramento,Austin,174,0,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland is not Oakland.

Fact: The city of Oakland has",True,False,False,False,False, Sacramento,0.2421875, a,0.12060546875,0.0,0.0,0.2421875,0.0
shuffled_labels_dallas,california_oakland,add_state_capital_city,Sacramento,Austin,224,6,"<bos><bos>Fact: The capital of the state containing Oakland is Sacramento.

Fact: The state of California is","<bos><bos>Fact: The capital of the state containing Oakland is and San Francisco is Sacramento.

Fact: The city",True,True,False,False,False, Sacramento,0.2421875, and,0.083984375,0.0,0.0,0.2421875,0.0
shuffled_labels_dallas,new_york_new_york_city,add_state,Albany,Austin,115,6,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York",<bos><bos>Fact: The capital of the state containing New York City is absolutely <em>does not</em> have a great food scene,True,False,False,False,False, Albany,0.5625, absolutely,0.126953125,0.0,0.0,0.5625,0.0
shuffled_labels_dallas,new_york_new_york_city,add_capital,Albany,Austin,63,0,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City is a small city called Albany.

Fact: The state",True,True,False,False,False, Albany,0.5625, a,0.1611328125,0.0,0.0,0.5625,0.0
shuffled_labels_dallas,new_york_new_york_city,add_city,Albany,Austin,115,0,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City is not Albany.

Fact: The city of New York",True,True,False,False,False, Albany,0.5625, New,0.2119140625,0.0,0.0,0.5625,0.0
shuffled_labels_dallas,new_york_new_york_city,add_state_capital,Albany,Austin,178,6,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York",<bos><bos>Fact: The capital of the state containing New York City is be a lot more than just a city. It’,True,False,False,False,False, Albany,0.5625, be,0.1904296875,0.0,0.0,0.5625,0.0
shuffled_labels_dallas,new_york_new_york_city,add_state_city,Albany,Austin,115,6,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York",<bos><bos>Fact: The capital of the state containing New York City is absolutely <em>does not</em> have a great food scene,True,False,False,False,False, Albany,0.5625, absolutely,0.126953125,0.0,0.0,0.5625,0.0
shuffled_labels_dallas,new_york_new_york_city,add_capital_city,Albany,Austin,178,0,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York","<bos><bos>Fact: The capital of the state containing New York City is a small city called Albany.

Fact: The state",True,True,False,False,False, Albany,0.5625, a,0.2265625,0.0,0.0,0.5625,0.0
shuffled_labels_dallas,new_york_new_york_city,add_state_capital_city,Albany,Austin,178,6,"<bos><bos>Fact: The capital of the state containing New York City is Albany.

Fact: The state of New York",<bos><bos>Fact: The capital of the state containing New York City is be a lot more than just a city. It’,True,False,False,False,False, Albany,0.5625, be,0.1904296875,0.0,0.0,0.5625,0.0
shuffled_labels_dallas,florida_miami,add_state,Tallahassee,Austin,59,6,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is <<<<<<<<<<<<<<
A. Florida
B. Georgia
C",True,False,False,False,False, Tallahassee,0.40625, <<<<<<<<<<<<<<,0.154296875,0.0,0.0,0.40625,0.0
shuffled_labels_dallas,florida_miami,add_capital,Tallahassee,Austin,106,0,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is not Miami.

Fact: The city of Chicago has",True,False,False,False,False, Tallahassee,0.40625, not,0.19140625,0.0,0.0,0.40625,0.0
shuffled_labels_dallas,florida_miami,add_city,Tallahassee,Austin,69,0,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is the",True,True,False,False,False, Tallahassee,0.40625, Tallahassee,0.38671875,0.0,0.0,0.40625,0.38671875
shuffled_labels_dallas,florida_miami,add_state_capital,Tallahassee,Austin,165,6,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is <<<<<<<<<<<<<<
A. Florida
B. Georgia
C",True,False,False,False,False, Tallahassee,0.40625, <<<<<<<<<<<<<<,0.1298828125,0.0,0.0,0.40625,0.0
shuffled_labels_dallas,florida_miami,add_state_city,Tallahassee,Austin,128,6,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is <<<<<<<<<<<<<<
A. Florida
B. Georgia
C",True,False,False,False,False, Tallahassee,0.40625, <<<<<<<<<<<<<<,0.240234375,0.0,0.0,0.40625,0.0
shuffled_labels_dallas,florida_miami,add_capital_city,Tallahassee,Austin,175,0,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is not Miami.

Fact: The city of Chicago has",True,False,False,False,False, Tallahassee,0.40625, not,0.201171875,0.0,0.0,0.40625,0.0
shuffled_labels_dallas,florida_miami,add_state_capital_city,Tallahassee,Austin,234,6,"<bos><bos>Fact: The capital of the state containing Miami is Tallahassee.

Fact: The state of Florida is","<bos><bos>Fact: The capital of the state containing Miami is <<<<<<<<<<<<<<
A. Florida
B. Georgia
C",True,False,False,False,False, Tallahassee,0.40625, <<<<<<<<<<<<<<,0.1748046875,0.0,0.0,0.40625,0.0
shuffled_labels_dallas,illinois_chicago,add_state,Springfield,Austin,72,6,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago is <<<<<<<<<<<<<<<

The answer is <strong>Illinois</strong>.",True,False,False,False,False, Springfield,0.2412109375, <<<<<<<<<<<<<<,0.1650390625,0.0,0.0,0.2412109375,0.0
shuffled_labels_dallas,illinois_chicago,add_capital,Springfield,Austin,94,0,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago is not Illinois.

Fact: The city of Chicago is",True,False,False,False,False, Springfield,0.2412109375, not,0.1650390625,0.0,0.0,0.2412109375,0.0
shuffled_labels_dallas,illinois_chicago,add_city,Springfield,Austin,82,0,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago is Illinois.

Fact: The state of Illinois is located",True,False,False,False,False, Springfield,0.2412109375, Illinois,0.45703125,0.0,0.0,0.2412109375,0.0
shuffled_labels_dallas,illinois_chicago,add_state_capital,Springfield,Austin,166,6,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago is <<<<<<<<<<<<<<<

The capital of the state containing Chicago is",True,False,False,False,False, Springfield,0.2412109375, <<<<<<<<<<<<<<,0.22265625,0.0,0.0,0.2412109375,0.0
shuffled_labels_dallas,illinois_chicago,add_state_city,Springfield,Austin,154,6,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago is <<<<<<<<<<<<<<<

The answer is <strong>Illinois</strong>.",True,False,False,False,False, Springfield,0.2412109375, <<<<<<<<<<<<<<,0.2431640625,0.0,0.0,0.2412109375,0.0
shuffled_labels_dallas,illinois_chicago,add_capital_city,Springfield,Austin,176,0,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago is not Illinois.

Fact: The city of Chicago is",True,False,False,False,False, Springfield,0.2412109375, not,0.11328125,0.0,0.0,0.2412109375,0.0
shuffled_labels_dallas,illinois_chicago,add_state_capital_city,Springfield,Austin,248,6,"<bos><bos>Fact: The capital of the state containing Chicago is Springfield.

Fact: The state of Illinois is","<bos><bos>Fact: The capital of the state containing Chicago is <<<<<<<<<<<<<<<

The capital of the state containing Chicago is",True,False,False,False,False, Springfield,0.2412109375, <<<<<<<<<<<<<<,0.3359375,0.0,0.0,0.2412109375,0.0
shuffled_labels_dallas,washington_seattle,add_state,Olympia,Austin,60,6,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle is <<<<<<<<<<<<<<<

The answer is <strong>Washington</strong>.",True,False,False,False,False, Olympia,0.62109375, <<<<<<<<<<<<<<,0.1025390625,0.0,0.0,0.62109375,0.0
shuffled_labels_dallas,washington_seattle,add_capital,Olympia,Austin,87,0,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is",<bos><bos>Fact: The capital of the state containing Seattle is a city that has been named one of the most li,True,False,False,False,False, Olympia,0.62109375, a,0.2333984375,0.0,0.0,0.62109375,0.0
shuffled_labels_dallas,washington_seattle,add_city,Olympia,Austin,69,0,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle is not Seattle.

Fact: The city of Seattle has",True,False,False,False,False, Olympia,0.62109375, Washington,0.1826171875,0.0,0.0,0.62109375,0.0
shuffled_labels_dallas,washington_seattle,add_state_capital,Olympia,Austin,147,6,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle is be a city called Olympia.

Fact: The state",True,True,False,False,False, Olympia,0.62109375, be,0.0732421875,0.0,0.0,0.62109375,0.0
shuffled_labels_dallas,washington_seattle,add_state_city,Olympia,Austin,129,6,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle is, Washington, is Olympia.

Fact: The state",True,True,False,False,False, Olympia,0.62109375, be,0.06787109375,0.0,0.0,0.62109375,0.0
shuffled_labels_dallas,washington_seattle,add_capital_city,Olympia,Austin,156,0,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is",<bos><bos>Fact: The capital of the state containing Seattle is a city that has been named one of the most li,True,False,False,False,False, Olympia,0.62109375, a,0.2265625,0.0,0.0,0.62109375,0.0
shuffled_labels_dallas,washington_seattle,add_state_capital_city,Olympia,Austin,216,6,"<bos><bos>Fact: The capital of the state containing Seattle is Olympia.

Fact: The state of Washington is","<bos><bos>Fact: The capital of the state containing Seattle is and Portland is Olympia.

Fact: The capital of",True,True,False,False,False, Olympia,0.62109375, and,0.08447265625,0.0,0.0,0.62109375,0.0
